epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.19900494813919067,0.11067386716604233,0.8009949922561646,1e-04,0.26639363169670105,0.9884138703346252,0.14982686936855316,0.08100678026676178,0.8501731157302856,0.20670771598815918,0.8728770613670349
